match_title,match_id,team1_name,team2_name,team1_side,team2_side,team1_pick,team2_pick,winner,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,Game 1: 6806278486,Knights,BetBoom Team,The Radiant,The Dire,,1st Pick,Knights,Shadow Fiend,Enigma,Undying,Visage,Marci,Lich,Earthshaker,Batrider,Faceless Void,Pangolier,Broodmother,Silencer,Legion Commander,Leshrac,Puck,Beastmaster,Skywrath Mage,Tidehunter,Morphling,Monkey King,Weaver,Drow Ranger,Sniper,Naga Siren
,Game 2: 6806377510,Knights,BetBoom Team,The Dire,The Radiant,1st Pick,,Knights,Visage,Shadow Fiend,Enigma,Batrider,Marci,Lich,Primal Beast,Shadow Demon,Beastmaster,Puck,Pangolier,Broodmother,Sniper,Morphling,Riki,Leshrac,Centaur Warrunner,Zeus,Monkey King,Faceless Void,Slardar,Lifestealer,Anti-Mage,Lone Druid
,Game 1: 6806291706,OG,Gaimin Gladiators,The Dire,The Radiant,1st Pick,,OG,Enchantress,Marci,Primal Beast,Razor,Elder Titan,Brewmaster,Silencer,Slark,Faceless Void,Kunkka,Tiny,Viper,Beastmaster,Night Stalker,Dawnbreaker,Jakiro,Void Spirit,Ember Spirit,Bloodseeker,Mars,Shadow Fiend,Slardar,Timbersaw,Morphling
,Game 2: 6806365638,OG,Gaimin Gladiators,The Radiant,The Dire,,1st Pick,OG,Timbersaw,Marci,Jakiro,Enchantress,Primal Beast,Elder Titan,Razor,Morphling,Ancient Apparition,Beastmaster,Drow Ranger,Silencer,Invoker,Clockwerk,Snapfire,Disruptor,Enigma,Naga Siren,Void Spirit,Pangolier,Templar Assassin,Puck,Leshrac,Batrider
,Game 1: 6806244566,BOOM Esports,Ukumari,The Dire,The Radiant,,1st Pick,BOOM,Primal Beast,Marci,Kunkka,Morphling,Enigma,Silencer,Tusk,Pangolier,Bloodseeker,Terrorblade,Puck,Faceless Void,Shadow Fiend,Tiny,Death Prophet,Witch Doctor,Nyx Assassin,Mars,Alchemist,Chaos Knight,Pudge,Slark,Phantom Assassin,Templar Assassin
,Game 2: 6806322784,BOOM Esports,Ukumari,The Radiant,The Dire,1st Pick,,Uku,Morphling,Primal Beast,Undying,Marci,Snapfire,Nyx Assassin,Shadow Fiend,Magnus,Enigma,Faceless Void,Batrider,Pangolier,Rubick,Kunkka,Disruptor,Enchantress,Mars,Puck,Brewmaster,Templar Assassin,Venomancer,Phantom Assassin,Terrorblade,Timbersaw
,Game 1: 6806228770,PSG.LGD,Shopify Rebellion,The Radiant,The Dire,1st Pick,,SR,Undying,Morphling,Chen,Clockwerk,Marci,Primal Beast,Rubick,Visage,Naga Siren,Faceless Void,Pudge,Ember Spirit,Broodmother,Pangolier,Sven,Mars,Oracle,Shadow Fiend,Beastmaster,Terrorblade,Dawnbreaker,Drow Ranger,Luna,Enigma
,Game 2: 6806282012,PSG.LGD,Shopify Rebellion,The Radiant,The Dire,1st Pick,,SR,Undying,Morphling,Chen,Clockwerk,Primal Beast,Enchantress,Faceless Void,Doom,Batrider,Lone Druid,Invoker,Drow Ranger,Dawnbreaker,Shadow Fiend,Marci,Slark,Lich,Enigma,Lina,Pangolier,Tiny,Leshrac,Puck,Ember Spirit
,Game 1: 6806158709,TSM,Talon,The Dire,The Radiant,,1st Pick,TLN,Enigma,Morphling,Primal Beast,Marci,Shadow Fiend,Undying,Sniper,Pangolier,Bloodseeker,Broodmother,Queen of Pain,Lycan,Beastmaster,Visage,Puck,Earthshaker,Disruptor,Rubick,Mars,Ember Spirit,Night Stalker,Void Spirit,Doom,Dawnbreaker
,Game 2: 6806227577,TSM,Talon,The Radiant,The Dire,1st Pick,,TSM,Doom,Enigma,Shadow Fiend,Undying,Marci,Primal Beast,Enchantress,Morphling,Drow Ranger,Leshrac,Ancient Apparition,Ember Spirit,Naga Siren,Batrider,Puck,Tiny,Chen,Tidehunter,Pudge,Viper,Lone Druid,Outworld Destroyer,Death Prophet,Lina
,Game 1: 6806155276,Team Aster,Tundra Esports,The Dire,The Radiant,1st Pick,,Aster,Batrider,Enigma,Chen,Shadow Fiend,Marci,Earthshaker,Broodmother,Primal Beast,Shadow Demon,Monkey King,Oracle,Pangolier,Leshrac,Gyrocopter,Crystal Maiden,Jakiro,Luna,Tusk,Morphling,Templar Assassin,Terrorblade,Visage,Mars,Lifestealer
,Game 2: 6806205877,Team Aster,Tundra Esports,The Radiant,The Dire,,1st Pick,Tundra,Pangolier,Marci,Shadow Fiend,Broodmother,Enigma,Primal Beast,Winter Wyvern,Shadow Demon,Naga Siren,Monkey King,Visage,Leshrac,Morphling,Batrider,Puck,Earthshaker,Void Spirit,Brewmaster,Faceless Void,Slark,Phantom Assassin,Lifestealer,Ursa,Lone Druid
,Game 1: 6806146943,Fnatic,Team Spirit,The Radiant,The Dire,1st Pick,,TSpirit,Primal Beast,Enigma,Chen,Marci,Undying,Clockwerk,Leshrac,Death Prophet,Ancient Apparition,Ember Spirit,Shadow Demon,Visage,Beastmaster,Pangolier,Snapfire,Hoodwink,Morphling,Centaur Warrunner,Drow Ranger,Batrider,Troll Warlord,Mars,Monkey King,Lone Druid
,Game 2: 6806203596,Fnatic,Team Spirit,The Radiant,The Dire,,1st Pick,Fnatic,Enigma,Primal Beast,Visage,Marci,Clockwerk,Undying,Puck,Void Spirit,Faceless Void,Snapfire,Lone Druid,Chen,Monkey King,Beastmaster,Tiny,Rubick,Shadow Fiend,Terrorblade,Batrider,Doom,Venomancer,Dark Seer,Mars,Death Prophet
,Game 1: 6806142086,beastcoast,Entity,The Radiant,The Dire,1st Pick,,Entity,Visage,Marci,Nyx Assassin,Clockwerk,Enigma,Silencer,Leshrac,Tiny,Earthshaker,Shadow Fiend,Undying,Pangolier,Batrider,Bloodseeker,Sven,Terrorblade,Venomancer,Brewmaster,Zeus,Disruptor,Invoker,Primal Beast,Abaddon,Pudge
,Game 2: 6806191928,beastcoast,Entity,The Radiant,The Dire,,1st Pick,bc,Clockwerk,Enigma,Leshrac,Undying,Marci,Silencer,Nyx Assassin,Shadow Fiend,Batrider,Visage,Venomancer,Lycan,Gyrocopter,Beastmaster,Primal Beast,Naga Siren,Disruptor,Pangolier,Phantom Lancer,Bloodseeker,Slark,Templar Assassin,Slardar,Sven
,Game 1: 6806133891,Team Secret,Thunder Awaken,The Dire,The Radiant,1st Pick,,Secret,Enigma,Lina,Tiny,Primal Beast,Marci,Omniknight,Hoodwink,Shadow Fiend,Sniper,Monkey King,Batrider,Enchantress,Mars,Shadow Demon,Lich,Chen,Mirana,Leshrac,Templar Assassin,Troll Warlord,Chaos Knight,Razor,Ursa,Phantom Assassin
,Game 2: 6806174698,Team Secret,Thunder Awaken,The Dire,The Radiant,,1st Pick,THUNDER,Nyx Assassin,Marci,Primal Beast,Tiny,Hoodwink,Chen,Shadow Fiend,Crystal Maiden,Lycan,Sniper,Monkey King,Batrider,Mirana,Mars,Earthshaker,Dawnbreaker,Zeus,Ember Spirit,Enigma,Morphling,Viper,Faceless Void,Pudge,Doom
,Game 1: 6806047576,OG,BOOM Esports,The Dire,The Radiant,,1st Pick,OG,Earthshaker,Marci,Shadow Fiend,Morphling,Primal Beast,Razor,Clockwerk,Snapfire,Batrider,Beastmaster,Monkey King,Naga Siren,Silencer,Enigma,Oracle,Tusk,Death Prophet,Terrorblade,Tiny,Slark,Leshrac,Chaos Knight,Phantom Lancer,Ember Spirit
,Game 2: 6806101302,OG,BOOM Esports,The Dire,The Radiant,1st Pick,,OG,Nyx Assassin,Razor,Enigma,Shadow Fiend,Marci,Undying,Snapfire,Invoker,Kunkka,Viper,Ember Spirit,Morphling,Templar Assassin,Bloodseeker,Pangolier,Naga Siren,Jakiro,Leshrac,Troll Warlord,Huskar,Lifestealer,Mars,Slardar,Terrorblade
,Game 1: 6806047605,Gaimin Gladiators,BetBoom Team,The Radiant,The Dire,1st Pick,,GG,Visage,Enchantress,Enigma,Marci,Shadow Fiend,Primal Beast,Silencer,Tusk,Nature's Prophet,Ember Spirit,Sniper,Broodmother,Batrider,Bloodseeker,Pangolier,Beastmaster,Chen,Weaver,Puck,Queen of Pain,Lina,Faceless Void,Invoker,Zeus
,Game 2: 6806097565,Gaimin Gladiators,BetBoom Team,The Dire,The Radiant,1st Pick,,GG,Visage,Enchantress,Enigma,Marci,Primal Beast,Silencer,Beastmaster,Morphling,Ancient Apparition,Ember Spirit,Lina,Chen,Drow Ranger,Bloodseeker,Pangolier,Brewmaster,Crystal Maiden,Sniper,Batrider,Void Spirit,Puck,Mars,Undying,Clockwerk
,Game 1: 6806047119,Team Liquid,Knights,The Dire,The Radiant,1st Pick,,Liquid,Primal Beast,Marci,Nyx Assassin,Undying,Enigma,Chen,Rubick,Shadow Fiend,Batrider,Pudge,Sniper,Disruptor,Morphling,Lone Druid,Queen of Pain,Tusk,Magnus,Centaur Warrunner,Faceless Void,Monkey King,Terrorblade,Lifestealer,Slark,Ursa
,Game 2: 6806112746,Team Liquid,Knights,The Dire,The Radiant,1st Pick,,Knights,Nyx Assassin,Marci,Enigma,Undying,Clockwerk,Shadow Fiend,Snapfire,Visage,Naga Siren,Sniper,Centaur Warrunner,Batrider,Pangolier,Terrorblade,Tiny,Queen of Pain,Disruptor,Broodmother,Puck,Luna,Ember Spirit,Monkey King,Legion Commander,Ursa
,Game 1: 6806047579,PSG.LGD,Ukumari,The Dire,The Radiant,1st Pick,,PSG.LGD,Batrider,Marci,Undying,Morphling,Enigma,Winter Wyvern,Shadow Fiend,Tiny,Pangolier,Primal Beast,Tusk,Sniper,Pudge,Puck,Clockwerk,Dazzle,Zeus,Kunkka,Beastmaster,Juggernaut,Axe,Faceless Void,Terrorblade,Brewmaster
,Game 2: 6806097974,PSG.LGD,Ukumari,The Dire,The Radiant,,1st Pick,Uku,Primal Beast,Undying,Silencer,Enigma,Marci,Tiny,Lich,Morphling,Ancient Apparition,Batrider,Phantom Lancer,Invoker,Bloodseeker,Pangolier,Leshrac,Zeus,Clockwerk,Visage,Naga Siren,Beastmaster,Lone Druid,Venomancer,Snapfire,Faceless Void
,Game 1: 6806047539,Shopify Rebellion,Thiuth Gaming,The Radiant,The Dire,,1st Pick,SR,Enigma,Morphling,Shadow Fiend,Clockwerk,Marci,Undying,Primal Beast,Leshrac,Batrider,Visage,Invoker,Faceless Void,Templar Assassin,Broodmother,Mirana,Bane,Magnus,Drow Ranger,Viper,Bloodseeker,Venomancer,Monkey King,Juggernaut,Beastmaster
,Game 2: 6806094304,Shopify Rebellion,Thiuth Gaming,The Dire,The Radiant,1st Pick,,SR,Enigma,Primal Beast,Clockwerk,Marci,Undying,Lina,Tusk,Invoker,Visage,Earthshaker,Ancient Apparition,Morphling,Naga Siren,Shadow Fiend,Disruptor,Broodmother,Rubick,Slark,Tidehunter,Bloodseeker,Pangolier,Leshrac,Terrorblade,Mars
